store_group,article_id,valid_from,valid_to
SG_REGIONAL_01,ART00263,2023-02-19,2099-12-31
SG_HWY_34,ART00263,2025-07-07,2099-12-31
SG_HWY_14,ART00263,2025-04-06,2099-12-31
SG_METRO_12,ART00263,2024-11-15,2099-12-31
SG_METRO_36,ART00263,2025-07-31,2099-12-31
SG_REGIONAL_37,ART00263,2024-12-11,2099-12-31
SG_HWY_02,ART00263,2024-10-30,2099-12-31
SG_CBD_27,ART00263,2024-08-06,2099-12-31
SG_METRO_24,ART00263,2025-01-23,2099-12-31
SG_METRO_16,ART00263,2023-04-15,2099-12-31
SG_METRO_32,ART00263,2025-11-24,2099-12-31
SG_METRO_00,ART00263,2026-04-14,2099-12-31
SG_REGIONAL_21,ART00263,2023-09-10,2099-12-31
SG_CBD_07,ART00263,2025-06-16,2099-12-31
SG_REGIONAL_25,ART00263,2025-09-25,2099-12-31
SG_REGIONAL_05,ART00263,2025-06-06,2099-12-31
SG_HWY_10,ART00263,2025-11-18,2099-12-31
SG_HWY_30,ART00263,2023-03-16,2099-12-31
SG_CBD_35,ART00265,2026-01-25,2099-12-31
SG_METRO_36,ART00265,2026-03-09,2099-12-31
SG_METRO_32,ART00265,2024-06-06,2099-12-31
SG_METRO_04,ART00265,2024-03-07,2099-12-31
SG_REGIONAL_09,ART00265,2023-01-02,2099-12-31
SG_METRO_24,ART00265,2023-05-16,2099-12-31
SG_REGIONAL_21,ART00265,2023-12-01,2099-12-31
SG_METRO_28,ART00265,2023-03-18,2099-12-31
SG_REGIONAL_17,ART00265,2024-06-27,2099-12-31
SG_HWY_38,ART00265,2025-09-15,2099-12-31
SG_HWY_30,ART00265,2023-05-16,2099-12-31
SG_HWY_34,ART00265,2024-03-24,2099-12-31
SG_HWY_06,ART00265,2025-08-17,2099-12-31
SG_HWY_02,ART00265,2023-12-06,2099-12-31
SG_CBD_19,ART00265,2025-10-07,2099-12-31
SG_METRO_12,ART00265,2023-08-22,2099-12-31
SG_METRO_08,ART00265,2023-06-13,2099-12-31
SG_REGIONAL_37,ART00265,2025-07-30,2099-12-31
SG_CBD_07,ART00265,2024-12-02,2099-12-31
SG_REGIONAL_01,ART00265,2025-02-01,2099-12-31
SG_METRO_20,ART00265,2025-08-18,2099-12-31
SG_CBD_39,ART00265,2024-06-12,2099-12-31
SG_METRO_00,ART00265,2026-03-27,2099-12-31
SG_REGIONAL_29,ART00265,2026-02-17,2099-12-31
SG_CBD_27,ART00265,2026-01-27,2099-12-31
SG_CBD_15,ART00265,2024-11-08,2099-12-31
SG_HWY_18,ART00265,2024-10-30,2099-12-31
SG_CBD_03,ART00265,2025-12-14,2099-12-31
SG_HWY_14,ART00265,2023-11-15,2099-12-31
SG_HWY_26,ART00265,2026-04-22,2099-12-31
SG_CBD_11,ART00265,2025-12-01,2099-12-31
SG_REGIONAL_17,ART00266,2025-01-13,2099-12-31
SG_HWY_38,ART00266,2025-04-25,2099-12-31
SG_CBD_15,ART00266,2025-03-29,2099-12-31
SG_HWY_14,ART00266,2025-05-08,2099-12-31
SG_REGIONAL_01,ART00266,2026-03-06,2099-12-31
SG_CBD_27,ART00266,2024-11-09,2099-12-31
SG_HWY_30,ART00266,2024-09-04,2099-12-31
SG_CBD_39,ART00266,2023-06-16,2099-12-31
SG_REGIONAL_21,ART00266,2024-05-11,2099-12-31
SG_REGIONAL_33,ART00266,2023-11-29,2099-12-31
SG_METRO_16,ART00266,2025-09-12,2099-12-31
SG_REGIONAL_09,ART00266,2023-05-16,2099-12-31
SG_REGIONAL_37,ART00266,2024-10-04,2099-12-31
SG_CBD_23,ART00266,2023-04-27,2099-12-31
SG_METRO_12,ART00266,2025-06-11,2099-12-31
SG_CBD_35,ART00266,2025-04-11,2099-12-31
SG_HWY_18,ART00266,2025-06-04,2099-12-31
SG_METRO_28,ART00266,2023-11-12,2099-12-31
SG_METRO_08,ART00266,2025-04-28,2099-12-31
SG_CBD_03,ART00266,2025-08-27,2099-12-31
SG_METRO_04,ART00266,2023-03-04,2099-12-31
SG_METRO_32,ART00266,2024-11-14,2099-12-31
SG_CBD_07,ART00266,2025-01-28,2099-12-31
SG_HWY_26,ART00266,2023-08-31,2099-12-31
SG_REGIONAL_29,ART00266,2024-09-22,2099-12-31
SG_HWY_34,ART00266,2024-04-27,2099-12-31
SG_HWY_02,ART00266,2025-09-23,2099-12-31
SG_METRO_24,ART00266,2025-10-04,2099-12-31
SG_CBD_11,ART00266,2025-03-22,2099-12-31
SG_CBD_31,ART00266,2026-04-20,2099-12-31
SG_HWY_10,ART00266,2024-03-14,2099-12-31
SG_CBD_27,ART00267,2023-11-08,2099-12-31
SG_CBD_15,ART00267,2023-04-16,2099-12-31
SG_HWY_18,ART00267,2023-01-05,2099-12-31
SG_HWY_38,ART00267,2025-08-23,2099-12-31
SG_HWY_10,ART00267,2023-12-30,2099-12-31
SG_REGIONAL_21,ART00267,2023-03-08,2099-12-31
SG_CBD_35,ART00267,2023-10-01,2099-12-31
SG_METRO_20,ART00267,2024-08-19,2099-12-31
SG_METRO_24,ART00267,2025-01-21,2099-12-31
SG_CBD_39,ART00267,2025-01-01,2099-12-31
SG_HWY_02,ART00267,2026-03-17,2099-12-31
SG_CBD_03,ART00267,2023-06-29,2099-12-31
SG_REGIONAL_29,ART00267,2023-03-24,2099-12-31
SG_HWY_30,ART00267,2023-12-05,2099-12-31
SG_REGIONAL_25,ART00267,2024-09-26,2099-12-31
SG_CBD_23,ART00267,2024-11-07,2099-12-31
SG_METRO_00,ART00267,2023-07-24,2099-12-31
SG_METRO_04,ART00267,2023-03-21,2099-12-31
SG_REGIONAL_17,ART00267,2026-04-08,2099-12-31
SG_REGIONAL_13,ART00267,2023-06-18,2099-12-31
SG_METRO_36,ART00267,2023-03-22,2099-12-31
SG_HWY_26,ART00267,2023-01-01,2099-12-31
SG_METRO_12,ART00268,2025-05-06,2099-12-31
SG_HWY_10,ART00268,2024-04-26,2099-12-31
SG_REGIONAL_25,ART00268,2024-09-25,2099-12-31
SG_CBD_31,ART00268,2024-10-30,2099-12-31
SG_HWY_06,ART00268,2024-03-07,2099-12-31
SG_REGIONAL_17,ART00268,2024-05-07,2099-12-31
SG_HWY_18,ART00268,2025-08-02,2099-12-31
SG_METRO_04,ART00268,2023-11-01,2099-12-31
SG_REGIONAL_33,ART00268,2023-11-14,2099-12-31
SG_METRO_32,ART00268,2023-03-17,2099-12-31
SG_HWY_02,ART00268,2023-06-12,2099-12-31
SG_HWY_14,ART00268,2023-05-01,2099-12-31
SG_CBD_19,ART00268,2026-04-18,2099-12-31
SG_METRO_08,ART00268,2023-08-30,2099-12-31
SG_REGIONAL_05,ART00268,2023-10-30,2099-12-31
SG_METRO_20,ART00268,2023-08-09,2099-12-31
SG_HWY_22,ART00268,2025-07-08,2099-12-31
SG_METRO_16,ART00268,2023-09-16,2099-12-31
SG_CBD_03,ART00268,2023-11-02,2099-12-31
SG_CBD_15,ART00268,2023-05-31,2099-12-31
SG_CBD_27,ART00268,2024-08-01,2099-12-31
SG_CBD_07,ART00268,2024-11-12,2099-12-31
SG_REGIONAL_09,ART00268,2024-10-17,2099-12-31
SG_REGIONAL_01,ART00268,2026-04-01,2099-12-31
SG_CBD_39,ART00268,2024-05-04,2099-12-31
SG_REGIONAL_13,ART00268,2025-09-13,2099-12-31
SG_REGIONAL_37,ART00268,2025-06-10,2099-12-31
SG_HWY_38,ART00268,2025-04-19,2099-12-31
SG_REGIONAL_29,ART00268,2023-09-09,2099-12-31
SG_METRO_36,ART00268,2026-02-04,2099-12-31
SG_METRO_24,ART00268,2026-04-18,2099-12-31
SG_METRO_28,ART00268,2024-09-11,2099-12-31
SG_HWY_30,ART00268,2024-03-05,2099-12-31
SG_CBD_11,ART00268,2025-08-27,2099-12-31
SG_HWY_26,ART00268,2023-03-11,2099-12-31
SG_REGIONAL_21,ART00268,2025-01-15,2099-12-31
SG_REGIONAL_25,ART00269,2024-10-24,2099-12-31
SG_METRO_12,ART00269,2025-07-09,2099-12-31
SG_HWY_22,ART00269,2023-09-30,2099-12-31
SG_METRO_04,ART00269,2024-10-31,2099-12-31
SG_CBD_03,ART00269,2025-05-14,2099-12-31
SG_HWY_02,ART00269,2024-10-06,2099-12-31
SG_METRO_16,ART00269,2026-03-06,2099-12-31
SG_METRO_24,ART00269,2024-01-12,2099-12-31
SG_CBD_11,ART00269,2023-01-16,2099-12-31
SG_HWY_26,ART00269,2023-12-03,2099-12-31
SG_CBD_15,ART00269,2024-05-28,2099-12-31
SG_HWY_14,ART00269,2025-05-01,2099-12-31
SG_REGIONAL_21,ART00269,2023-07-10,2099-12-31
SG_HWY_38,ART00269,2025-09-24,2099-12-31
SG_CBD_39,ART00269,2024-11-16,2099-12-31
SG_HWY_02,ART00270,2024-12-03,2099-12-31
SG_METRO_08,ART00270,2025-02-02,2099-12-31
SG_CBD_15,ART00270,2024-11-21,2099-12-31
SG_METRO_32,ART00270,2023-01-06,2099-12-31
SG_CBD_31,ART00270,2023-08-03,2099-12-31
SG_REGIONAL_17,ART00270,2025-09-15,2099-12-31
SG_METRO_12,ART00270,2025-10-23,2099-12-31
SG_CBD_11,ART00270,2024-02-18,2099-12-31
SG_HWY_26,ART00270,2024-03-08,2099-12-31
SG_REGIONAL_01,ART00270,2023-10-30,2099-12-31
SG_METRO_24,ART00270,2024-11-11,2099-12-31
SG_METRO_00,ART00270,2025-10-31,2099-12-31
SG_METRO_20,ART00270,2024-07-14,2099-12-31
SG_REGIONAL_33,ART00271,2024-10-07,2099-12-31
SG_REGIONAL_37,ART00271,2026-04-25,2099-12-31
SG_METRO_12,ART00271,2024-04-01,2099-12-31
SG_CBD_27,ART00271,2025-07-09,2099-12-31
SG_HWY_02,ART00271,2024-06-26,2099-12-31
SG_REGIONAL_29,ART00271,2024-09-06,2099-12-31
SG_HWY_18,ART00271,2023-03-21,2099-12-31
SG_HWY_34,ART00271,2024-04-14,2099-12-31
SG_CBD_35,ART00271,2026-04-01,2099-12-31
SG_REGIONAL_09,ART00271,2024-06-04,2099-12-31
SG_HWY_10,ART00271,2025-03-19,2099-12-31
SG_METRO_00,ART00271,2024-06-27,2099-12-31
SG_REGIONAL_13,ART00271,2023-01-09,2099-12-31
SG_CBD_39,ART00271,2025-12-22,2099-12-31
SG_METRO_20,ART00271,2024-04-14,2099-12-31
SG_CBD_31,ART00271,2023-03-25,2099-12-31
SG_CBD_15,ART00271,2024-03-30,2099-12-31
SG_METRO_36,ART00271,2025-07-09,2099-12-31
SG_HWY_14,ART00271,2024-05-04,2099-12-31
SG_CBD_19,ART00271,2025-03-24,2099-12-31
SG_HWY_26,ART00271,2023-01-05,2099-12-31
SG_CBD_07,ART00271,2025-05-30,2099-12-31
SG_METRO_04,ART00274,2024-03-13,2099-12-31
SG_REGIONAL_17,ART00274,2025-12-29,2099-12-31
SG_HWY_34,ART00274,2026-02-05,2099-12-31
SG_REGIONAL_37,ART00274,2024-08-11,2099-12-31
SG_HWY_26,ART00274,2023-08-26,2099-12-31
SG_REGIONAL_01,ART00274,2024-04-25,2099-12-31
SG_METRO_32,ART00274,2025-03-07,2099-12-31
SG_CBD_19,ART00274,2026-02-22,2099-12-31
SG_CBD_03,ART00274,2024-11-03,2099-12-31
SG_CBD_15,ART00274,2023-12-29,2099-12-31
SG_HWY_18,ART00274,2026-01-21,2099-12-31
SG_METRO_12,ART00275,2026-01-28,2099-12-31
SG_METRO_00,ART00275,2023-05-21,2099-12-31
SG_CBD_27,ART00275,2023-06-06,2099-12-31
SG_REGIONAL_05,ART00275,2023-11-15,2099-12-31
SG_REGIONAL_21,ART00275,2023-09-06,2099-12-31
SG_CBD_15,ART00275,2023-01-07,2099-12-31
SG_HWY_30,ART00275,2024-05-05,2099-12-31
SG_REGIONAL_01,ART00275,2023-05-16,2099-12-31
SG_HWY_06,ART00275,2024-07-07,2099-12-31
SG_METRO_04,ART00275,2024-01-02,2099-12-31
SG_REGIONAL_29,ART00275,2023-08-21,2099-12-31
SG_CBD_23,ART00275,2025-07-13,2099-12-31
SG_METRO_28,ART00275,2024-11-22,2099-12-31
SG_METRO_08,ART00275,2023-09-06,2099-12-31
SG_METRO_36,ART00275,2025-10-21,2099-12-31
SG_CBD_35,ART00275,2025-12-30,2099-12-31
SG_REGIONAL_09,ART00275,2025-08-10,2099-12-31
SG_METRO_24,ART00275,2025-11-12,2099-12-31
SG_HWY_26,ART00275,2023-09-08,2099-12-31
SG_REGIONAL_13,ART00275,2025-09-12,2099-12-31
SG_REGIONAL_25,ART00275,2024-07-23,2099-12-31
SG_METRO_20,ART00275,2023-06-20,2099-12-31
SG_CBD_31,ART00275,2024-12-30,2099-12-31
SG_CBD_19,ART00275,2023-07-08,2099-12-31
SG_CBD_11,ART00275,2024-12-24,2099-12-31
SG_METRO_32,ART00275,2023-12-28,2099-12-31
SG_CBD_39,ART00275,2025-03-05,2099-12-31
SG_REGIONAL_33,ART00275,2024-01-23,2099-12-31
SG_HWY_18,ART00275,2026-01-21,2099-12-31
SG_HWY_22,ART00275,2024-05-27,2099-12-31
SG_REGIONAL_01,ART00276,2025-01-25,2099-12-31
SG_REGIONAL_05,ART00276,2024-02-12,2099-12-31
SG_METRO_04,ART00276,2023-03-27,2099-12-31
SG_HWY_10,ART00276,2023-03-16,2099-12-31
SG_REGIONAL_09,ART00276,2025-07-16,2099-12-31
SG_REGIONAL_21,ART00276,2024-01-21,2099-12-31
SG_METRO_36,ART00276,2023-01-08,2099-12-31
SG_METRO_12,ART00276,2026-03-15,2099-12-31
SG_HWY_30,ART00276,2024-12-28,2099-12-31
SG_REGIONAL_29,ART00276,2023-02-05,2099-12-31
SG_METRO_24,ART00276,2025-02-01,2099-12-31
SG_METRO_20,ART00276,2024-11-24,2099-12-31
SG_CBD_11,ART00276,2025-05-01,2099-12-31
SG_METRO_00,ART00276,2023-01-16,2099-12-31
SG_REGIONAL_33,ART00276,2024-10-07,2099-12-31
SG_METRO_32,ART00276,2025-08-07,2099-12-31
SG_REGIONAL_13,ART00276,2023-06-24,2099-12-31
SG_CBD_03,ART00276,2023-10-02,2099-12-31
SG_METRO_16,ART00276,2023-07-16,2099-12-31
SG_CBD_31,ART00276,2026-05-02,2099-12-31
SG_HWY_06,ART00276,2025-12-02,2099-12-31
SG_HWY_38,ART00276,2026-02-23,2099-12-31
SG_CBD_19,ART00276,2023-08-27,2099-12-31
SG_CBD_15,ART00276,2026-04-29,2099-12-31
SG_HWY_02,ART00276,2023-10-06,2099-12-31
SG_CBD_27,ART00276,2025-08-27,2099-12-31
SG_HWY_22,ART00276,2025-10-09,2099-12-31
SG_REGIONAL_25,ART00276,2026-02-07,2099-12-31
SG_CBD_07,ART00276,2026-02-03,2099-12-31
SG_METRO_08,ART00276,2024-11-28,2099-12-31
SG_HWY_14,ART00276,2023-09-03,2099-12-31
SG_REGIONAL_17,ART00276,2023-03-08,2099-12-31
SG_HWY_18,ART00276,2024-10-11,2099-12-31
SG_CBD_19,ART00277,2023-06-02,2099-12-31
SG_HWY_34,ART00277,2025-12-23,2099-12-31
SG_CBD_27,ART00277,2025-01-15,2099-12-31
SG_HWY_18,ART00277,2023-06-03,2099-12-31
SG_HWY_02,ART00277,2025-10-17,2099-12-31
SG_HWY_06,ART00277,2024-09-23,2099-12-31
SG_CBD_03,ART00277,2024-09-06,2099-12-31
SG_CBD_39,ART00277,2025-04-13,2099-12-31
SG_METRO_08,ART00277,2023-02-16,2099-12-31
SG_HWY_22,ART00277,2023-02-23,2099-12-31
SG_CBD_31,ART00277,2024-08-06,2099-12-31
SG_HWY_26,ART00277,2024-11-02,2099-12-31
SG_METRO_12,ART00277,2024-01-14,2099-12-31
SG_METRO_04,ART00277,2023-07-10,2099-12-31
SG_REGIONAL_29,ART00277,2023-10-09,2099-12-31
SG_HWY_10,ART00277,2025-12-11,2099-12-31
SG_REGIONAL_13,ART00277,2023-07-25,2099-12-31
SG_CBD_07,ART00278,2024-08-31,2099-12-31
SG_HWY_06,ART00278,2026-02-05,2099-12-31
SG_METRO_16,ART00278,2024-09-01,2099-12-31
SG_REGIONAL_21,ART00278,2023-07-25,2099-12-31
SG_METRO_20,ART00278,2025-04-06,2099-12-31
SG_CBD_39,ART00278,2023-03-25,2099-12-31
SG_CBD_11,ART00278,2024-09-30,2099-12-31
SG_REGIONAL_13,ART00278,2025-05-10,2099-12-31
SG_REGIONAL_05,ART00278,2023-07-10,2099-12-31
SG_HWY_34,ART00278,2024-11-13,2099-12-31
SG_REGIONAL_01,ART00278,2024-07-05,2099-12-31
SG_METRO_08,ART00278,2023-04-17,2099-12-31
SG_REGIONAL_09,ART00278,2023-10-08,2099-12-31
SG_HWY_26,ART00278,2023-05-21,2099-12-31
SG_METRO_24,ART00278,2023-07-13,2099-12-31
SG_REGIONAL_17,ART00278,2026-04-19,2099-12-31
SG_REGIONAL_25,ART00278,2023-01-09,2099-12-31
SG_HWY_02,ART00278,2023-08-07,2099-12-31
SG_CBD_23,ART00278,2025-09-03,2099-12-31
SG_HWY_18,ART00278,2023-03-29,2099-12-31
SG_METRO_36,ART00278,2025-08-18,2099-12-31
SG_CBD_23,ART00279,2024-03-08,2099-12-31
SG_REGIONAL_25,ART00279,2025-03-06,2099-12-31
SG_HWY_34,ART00279,2024-01-30,2099-12-31
SG_HWY_06,ART00279,2025-12-16,2099-12-31
SG_METRO_16,ART00279,2024-08-22,2099-12-31
SG_HWY_10,ART00279,2024-12-06,2099-12-31
SG_CBD_15,ART00279,2023-10-06,2099-12-31
SG_REGIONAL_05,ART00279,2025-04-08,2099-12-31
SG_REGIONAL_21,ART00279,2026-04-24,2099-12-31
SG_METRO_32,ART00279,2025-04-22,2099-12-31
SG_HWY_30,ART00279,2026-03-30,2099-12-31
SG_METRO_20,ART00279,2024-08-12,2099-12-31
SG_HWY_18,ART00279,2024-07-05,2099-12-31
SG_HWY_22,ART00279,2024-05-25,2099-12-31
SG_CBD_03,ART00279,2023-09-13,2099-12-31
SG_METRO_28,ART00279,2025-05-10,2099-12-31
SG_METRO_00,ART00279,2024-06-06,2099-12-31
SG_REGIONAL_33,ART00279,2025-10-16,2099-12-31
SG_METRO_36,ART00279,2023-01-03,2099-12-31
SG_METRO_04,ART00279,2023-08-23,2099-12-31
SG_REGIONAL_29,ART00279,2025-04-10,2099-12-31
SG_CBD_35,ART00279,2026-04-24,2099-12-31
SG_CBD_07,ART00279,2024-01-27,2099-12-31
SG_REGIONAL_13,ART00279,2024-06-02,2099-12-31
SG_CBD_39,ART00279,2023-09-20,2099-12-31
SG_REGIONAL_37,ART00279,2026-03-26,2099-12-31
SG_METRO_08,ART00279,2024-01-13,2099-12-31
SG_METRO_24,ART00279,2026-04-03,2099-12-31
SG_REGIONAL_09,ART00279,2023-09-03,2099-12-31
SG_HWY_38,ART00279,2024-05-24,2099-12-31
SG_REGIONAL_17,ART00279,2023-09-29,2099-12-31
SG_CBD_27,ART00279,2023-03-24,2099-12-31
SG_HWY_14,ART00279,2024-04-17,2099-12-31
SG_HWY_26,ART00279,2024-05-26,2099-12-31
SG_CBD_11,ART00279,2023-04-06,2099-12-31
SG_METRO_04,ART00281,2025-03-08,2099-12-31
SG_REGIONAL_25,ART00281,2024-12-24,2099-12-31
SG_METRO_08,ART00281,2024-01-21,2099-12-31
SG_REGIONAL_13,ART00281,2024-05-12,2099-12-31
SG_REGIONAL_17,ART00281,2025-09-30,2099-12-31
SG_CBD_07,ART00281,2025-09-28,2099-12-31
SG_METRO_00,ART00281,2024-07-14,2099-12-31
SG_METRO_36,ART00281,2025-06-14,2099-12-31
SG_HWY_34,ART00281,2023-04-11,2099-12-31
SG_HWY_26,ART00281,2024-05-31,2099-12-31
SG_HWY_22,ART00281,2023-01-07,2099-12-31
SG_REGIONAL_33,ART00281,2025-06-06,2099-12-31
SG_METRO_32,ART00281,2025-08-07,2099-12-31
SG_CBD_03,ART00281,2023-11-21,2099-12-31
SG_HWY_10,ART00281,2023-05-06,2099-12-31
SG_HWY_06,ART00281,2023-05-03,2099-12-31
SG_HWY_14,ART00281,2025-07-28,2099-12-31
SG_CBD_39,ART00281,2025-12-09,2099-12-31
SG_REGIONAL_29,ART00281,2024-08-15,2099-12-31
SG_METRO_20,ART00281,2024-02-22,2099-12-31
SG_HWY_30,ART00281,2025-04-26,2099-12-31
SG_CBD_11,ART00281,2023-08-15,2099-12-31
SG_HWY_38,ART00281,2024-08-11,2099-12-31
SG_CBD_27,ART00281,2023-10-16,2099-12-31
SG_METRO_12,ART00281,2024-08-03,2099-12-31
SG_CBD_35,ART00281,2024-07-26,2099-12-31
SG_REGIONAL_37,ART00281,2023-12-29,2099-12-31
SG_CBD_23,ART00281,2025-05-22,2099-12-31
SG_REGIONAL_21,ART00281,2023-01-29,2099-12-31
SG_CBD_31,ART00281,2025-08-27,2099-12-31
SG_CBD_19,ART00281,2025-12-20,2099-12-31
SG_HWY_02,ART00281,2023-05-14,2099-12-31
SG_REGIONAL_09,ART00281,2026-04-16,2099-12-31
SG_HWY_22,ART00282,2023-08-13,2099-12-31
SG_CBD_19,ART00282,2024-07-02,2099-12-31
SG_HWY_14,ART00282,2025-01-29,2099-12-31
SG_METRO_28,ART00282,2025-12-05,2099-12-31
SG_METRO_12,ART00282,2024-06-05,2099-12-31
SG_REGIONAL_17,ART00282,2023-07-22,2099-12-31
SG_HWY_30,ART00282,2024-07-10,2099-12-31
SG_METRO_24,ART00282,2025-11-23,2099-12-31
SG_HWY_34,ART00282,2024-09-27,2099-12-31
SG_REGIONAL_05,ART00282,2025-04-06,2099-12-31
SG_CBD_15,ART00282,2023-02-11,2099-12-31
SG_CBD_07,ART00282,2023-05-09,2099-12-31
SG_REGIONAL_37,ART00282,2026-03-07,2099-12-31
SG_METRO_04,ART00282,2023-08-08,2099-12-31
SG_METRO_00,ART00282,2024-05-09,2099-12-31
SG_METRO_32,ART00282,2024-08-02,2099-12-31
SG_METRO_36,ART00282,2024-05-31,2099-12-31
SG_METRO_20,ART00282,2024-05-15,2099-12-31
SG_REGIONAL_29,ART00282,2026-02-12,2099-12-31
SG_CBD_35,ART00282,2026-03-22,2099-12-31
SG_CBD_23,ART00282,2025-12-21,2099-12-31
SG_CBD_31,ART00282,2024-01-10,2099-12-31
SG_METRO_16,ART00282,2025-10-14,2099-12-31
SG_HWY_26,ART00282,2025-12-18,2099-12-31
SG_REGIONAL_09,ART00283,2023-08-11,2099-12-31
SG_REGIONAL_01,ART00283,2024-09-19,2099-12-31
SG_METRO_20,ART00283,2025-05-20,2099-12-31
SG_CBD_35,ART00283,2024-05-29,2099-12-31
SG_HWY_26,ART00283,2024-07-10,2099-12-31
SG_REGIONAL_21,ART00283,2026-04-15,2099-12-31
SG_METRO_00,ART00283,2024-02-13,2099-12-31
SG_HWY_30,ART00283,2025-04-03,2099-12-31
SG_METRO_12,ART00283,2026-03-03,2099-12-31
SG_REGIONAL_05,ART00283,2026-03-01,2099-12-31
SG_HWY_06,ART00284,2026-03-03,2099-12-31
SG_METRO_24,ART00284,2023-10-08,2099-12-31
SG_HWY_30,ART00284,2024-04-18,2099-12-31
SG_METRO_12,ART00284,2025-04-21,2099-12-31
SG_CBD_15,ART00284,2023-03-31,2099-12-31
SG_METRO_20,ART00284,2024-02-24,2099-12-31
SG_HWY_02,ART00284,2025-08-14,2099-12-31
SG_REGIONAL_21,ART00284,2025-04-24,2099-12-31
SG_HWY_22,ART00284,2025-12-31,2099-12-31
SG_CBD_35,ART00284,2023-05-29,2099-12-31
SG_HWY_38,ART00284,2023-07-30,2099-12-31
SG_CBD_07,ART00284,2026-01-28,2099-12-31
SG_REGIONAL_17,ART00284,2025-06-22,2099-12-31
SG_HWY_10,ART00284,2023-10-05,2099-12-31
SG_REGIONAL_37,ART00284,2024-03-28,2099-12-31
SG_METRO_28,ART00284,2024-03-15,2099-12-31
SG_REGIONAL_13,ART00284,2024-03-23,2099-12-31
SG_CBD_27,ART00284,2025-01-29,2099-12-31
SG_METRO_00,ART00284,2023-07-18,2099-12-31
SG_REGIONAL_33,ART00284,2023-03-16,2099-12-31
SG_CBD_03,ART00284,2024-06-09,2099-12-31
SG_REGIONAL_37,ART00285,2023-09-01,2099-12-31
SG_HWY_26,ART00285,2023-07-11,2099-12-31
SG_CBD_07,ART00285,2024-05-27,2099-12-31
SG_REGIONAL_17,ART00285,2026-01-04,2099-12-31
SG_METRO_28,ART00285,2024-05-08,2099-12-31
SG_REGIONAL_13,ART00285,2023-04-01,2099-12-31
SG_REGIONAL_05,ART00285,2025-09-01,2099-12-31
SG_REGIONAL_21,ART00285,2024-07-21,2099-12-31
SG_CBD_15,ART00285,2026-01-13,2099-12-31
SG_CBD_19,ART00285,2023-12-09,2099-12-31
SG_METRO_00,ART00286,2024-02-06,2099-12-31
SG_CBD_31,ART00286,2024-03-04,2099-12-31
SG_REGIONAL_13,ART00286,2024-02-09,2099-12-31
SG_HWY_26,ART00286,2023-09-29,2099-12-31
SG_REGIONAL_21,ART00286,2024-08-27,2099-12-31
SG_HWY_06,ART00286,2025-08-01,2099-12-31
SG_REGIONAL_05,ART00286,2023-05-06,2099-12-31
SG_METRO_32,ART00286,2025-07-09,2099-12-31
SG_HWY_14,ART00286,2024-04-07,2099-12-31
SG_REGIONAL_29,ART00286,2023-10-03,2099-12-31
SG_HWY_18,ART00286,2023-03-06,2099-12-31
SG_METRO_08,ART00286,2023-08-30,2099-12-31
SG_CBD_39,ART00286,2024-02-23,2099-12-31
SG_REGIONAL_37,ART00286,2025-01-20,2099-12-31
SG_HWY_22,ART00286,2024-09-05,2099-12-31
SG_CBD_11,ART00286,2025-06-03,2099-12-31
SG_METRO_24,ART00286,2023-11-12,2099-12-31
SG_HWY_38,ART00286,2023-05-10,2099-12-31
SG_REGIONAL_17,ART00286,2023-11-22,2099-12-31
SG_REGIONAL_33,ART00286,2025-08-28,2099-12-31
SG_CBD_27,ART00286,2025-02-13,2099-12-31
SG_CBD_03,ART00286,2023-01-16,2099-12-31
SG_CBD_19,ART00286,2023-12-17,2099-12-31
SG_METRO_28,ART00286,2025-02-06,2099-12-31
SG_HWY_34,ART00286,2023-03-13,2099-12-31
SG_HWY_02,ART00286,2025-12-27,2099-12-31
SG_METRO_36,ART00286,2023-12-25,2099-12-31
SG_REGIONAL_25,ART00286,2025-05-10,2099-12-31
SG_HWY_30,ART00286,2023-08-11,2099-12-31
SG_CBD_35,ART00286,2023-06-23,2099-12-31
SG_METRO_12,ART00286,2023-11-19,2099-12-31
SG_METRO_04,ART00287,2026-03-07,2099-12-31
SG_REGIONAL_09,ART00287,2024-03-17,2099-12-31
SG_HWY_26,ART00287,2025-07-08,2099-12-31
SG_HWY_06,ART00287,2025-05-20,2099-12-31
SG_CBD_27,ART00287,2023-12-19,2099-12-31
SG_HWY_14,ART00287,2025-06-30,2099-12-31
SG_HWY_10,ART00287,2024-07-25,2099-12-31
SG_REGIONAL_17,ART00287,2024-10-08,2099-12-31
SG_REGIONAL_21,ART00287,2024-06-16,2099-12-31
SG_METRO_28,ART00287,2024-03-14,2099-12-31
SG_HWY_34,ART00287,2023-02-11,2099-12-31
SG_REGIONAL_05,ART00287,2024-02-06,2099-12-31
SG_REGIONAL_37,ART00287,2025-04-11,2099-12-31
SG_CBD_19,ART00287,2024-08-28,2099-12-31
SG_METRO_32,ART00287,2025-02-08,2099-12-31
SG_CBD_31,ART00287,2026-01-01,2099-12-31
SG_REGIONAL_05,ART00288,2026-01-18,2099-12-31
SG_REGIONAL_37,ART00288,2023-06-01,2099-12-31
SG_CBD_07,ART00288,2024-05-09,2099-12-31
SG_METRO_08,ART00288,2026-01-08,2099-12-31
SG_CBD_03,ART00288,2026-02-05,2099-12-31
SG_HWY_14,ART00288,2023-06-21,2099-12-31
